,Province_State,Country_Region,Confirmed,Deaths,Recovered,Active,Latitude,Longitude,FIPS,Admin2
35348,Montana,US,0.0,0.0,0.0,0.0,47.26584855,-104.89444170000002,30021.0,Dawson
35349,Nebraska,US,1.0,0.0,0.0,0.0,40.87028216,-99.8201461,31047.0,Dawson
35350,Texas,US,3.0,0.0,0.0,0.0,32.74255572,-101.9477242,48115.0,Dawson
35351,South Dakota,US,0.0,0.0,0.0,0.0,45.367281,-97.60737498,46037.0,Day
35352,New Mexico,US,0.0,0.0,0.0,0.0,34.34274529,-104.4117842,35011.0,De Baca
35353,Louisiana,US,28.0,1.0,0.0,0.0,32.05457447,-93.74130302,22031.0,De Soto
35354,Illinois,US,0.0,0.0,0.0,0.0,40.17514519,-88.90959682,17039.0,De Witt
35355,Alabama,US,4.0,0.0,0.0,0.0,34.45946862,-85.80782906,1049.0,DeKalb
35356,Georgia,US,281.0,3.0,0.0,0.0,33.76944049,-84.22396017,13089.0,DeKalb
35357,Illinois,US,4.0,0.0,0.0,0.0,41.89373302,-88.76958483,17037.0,DeKalb
35358,Indiana,US,1.0,0.0,0.0,0.0,41.39804622,-84.99906934,18033.0,DeKalb
35359,Missouri,US,0.0,0.0,0.0,0.0,39.89201062,-94.40476508,29063.0,DeKalb
35360,Tennessee,US,3.0,0.0,0.0,0.0,35.97616272,-85.83689361,47041.0,DeKalb
35361,Florida,US,7.0,0.0,0.0,0.0,27.18677893,-81.80941373,12027.0,DeSoto
35362,Mississippi,US,71.0,1.0,0.0,0.0,34.87625235,-89.99091418,28033.0,DeSoto
35363,Texas,US,3.0,0.0,0.0,0.0,29.08101855,-97.3568117,48123.0,DeWitt
35364,Texas,US,2.0,0.0,0.0,0.0,34.96522957,-102.6054267,48117.0,Deaf Smith
35365,Indiana,US,10.0,1.0,0.0,0.0,39.14647946,-84.97333539,18029.0,Dearborn
35366,Georgia,US,5.0,0.0,0.0,0.0,30.87967778,-84.57619536,13087.0,Decatur
35367,Indiana,US,42.0,0.0,0.0,0.0,39.30712658,-85.50087166,18031.0,Decatur
35368,Iowa,US,0.0,0.0,0.0,0.0,40.73742757,-93.78645949,19053.0,Decatur
35369,Kansas,US,0.0,0.0,0.0,0.0,39.78468441,-100.4594081,20039.0,Decatur
35370,Tennessee,US,1.0,0.0,0.0,0.0,35.60048904,-88.11043779,47039.0,Decatur
35371,Montana,US,2.0,0.0,0.0,0.0,46.05953325,-113.073353,30023.0,Deer Lodge
35372,Ohio,US,5.0,0.0,0.0,0.0,41.32398837,-84.49076944,39039.0,Defiance
35373,California,US,0.0,0.0,0.0,0.0,41.74228275,-123.8974063,6015.0,Del Norte
35374,Indiana,US,15.0,1.0,0.0,0.0,40.22787247,-85.39732772,18035.0,Delaware
35375,Iowa,US,0.0,0.0,0.0,0.0,42.47104597,-91.3664492,19055.0,Delaware
35376,New York,US,11.0,0.0,0.0,0.0,42.19837623,-74.96709306,36025.0,Delaware
35377,Ohio,US,38.0,1.0,0.0,0.0,40.27942393,-83.00457058,39041.0,Delaware
35378,Oklahoma,US,7.0,0.0,0.0,0.0,36.40823634,-94.80325046,40041.0,Delaware
35379,Pennsylvania,US,303.0,4.0,0.0,0.0,39.91680171,-75.40243663,42045.0,Delaware
35380,Colorado,US,1.0,0.0,0.0,0.0,38.86246243,-107.8631342,8029.0,Delta
35381,Michigan,US,1.0,0.0,0.0,0.0,45.90484910000001,-86.9080745,26041.0,Delta
35382,Texas,US,0.0,0.0,0.0,0.0,33.38570922,-95.66921122,48119.0,Delta
35383,Alaska,US,0.0,0.0,0.0,0.0,63.67264044,-150.0076108,2068.0,Denali
35384,Missouri,US,0.0,0.0,0.0,0.0,37.60663134,-91.50790473,29065.0,Dent
35385,Texas,US,165.0,2.0,0.0,0.0,33.20521901,-97.11691153,48121.0,Denton
35386,Colorado,US,408.0,5.0,0.0,0.0,39.76018276,-104.8725695,8031.0,Denver
35387,Iowa,US,1.0,0.0,0.0,0.0,40.92012606,-91.18326592,19057.0,Des Moines
35388,Oregon,US,25.0,0.0,0.0,0.0,43.91570171,-121.2289121,41017.0,Deschutes
35389,Arkansas,US,2.0,0.0,0.0,0.0,33.83011025,-91.25500948,5041.0,Desha
35390,Nebraska,US,0.0,0.0,0.0,0.0,41.11168186,-102.3333331,31049.0,Deuel
35391,South Dakota,US,1.0,0.0,0.0,0.0,44.75994309,-96.66943645,46039.0,Deuel
35392,Oklahoma,US,0.0,0.0,0.0,0.0,35.98772922,-99.00730714,40043.0,Dewey
35393,South Dakota,US,0.0,0.0,0.0,0.0,45.15639647,-100.8709139,46041.0,Dewey
35394,Texas,US,0.0,0.0,0.0,0.0,33.61616822,-100.7788855,48125.0,Dickens
35395,Virginia,US,0.0,0.0,0.0,0.0,37.12560977,-82.35124171,51051.0,Dickenson
35396,North Dakota,US,0.0,0.0,0.0,0.0,46.11017712,-98.5049008,38021.0,Dickey
35397,Iowa,US,1.0,0.0,0.0,0.0,43.37787725,-95.1510206,19059.0,Dickinson
35398,Kansas,US,0.0,0.0,0.0,0.0,38.86600962,-97.15532383,20041.0,Dickinson
35399,Michigan,US,0.0,0.0,0.0,0.0,46.00999672,-87.86961634,26043.0,Dickinson
35400,Tennessee,US,11.0,0.0,0.0,0.0,36.14669837,-87.35891709,47043.0,Dickson
35401,Alaska,US,0.0,0.0,0.0,0.0,59.79603738,-158.23819419999995,2070.0,Dillingham
35402,South Carolina,US,1.0,0.0,0.0,0.0,34.39007791,-79.37741872,45033.0,Dillon
35403,Texas,US,0.0,0.0,0.0,0.0,28.42270064,-99.75645095,48127.0,Dimmit
35404,Virginia,US,0.0,0.0,0.0,0.0,37.07544585,-77.63451754,51053.0,Dinwiddie
35405,District of Columbia,US,401.0,9.0,0.0,0.0,38.90417773,-77.01655992,11001.0,District of Columbia
35406,North Dakota,US,1.0,0.0,0.0,0.0,48.814938700000006,-103.4873611,38023.0,Divide
35407,Florida,US,0.0,0.0,0.0,0.0,29.60631086,-83.15724673,12029.0,Dixie
35408,Nebraska,US,0.0,0.0,0.0,0.0,42.49188363,-96.86782408,31051.0,Dixon
35409,West Virginia,US,0.0,0.0,0.0,0.0,39.27057157,-80.70671527,54017.0,Doddridge
35410,Georgia,US,1.0,0.0,0.0,0.0,32.17265114,-83.16948926,13091.0,Dodge
35411,Minnesota,US,8.0,0.0,0.0,0.0,44.02238415,-92.86244324,27039.0,Dodge
35412,Nebraska,US,3.0,0.0,0.0,0.0,41.58071748,-96.65598179,31053.0,Dodge
35413,Wisconsin,US,8.0,0.0,0.0,0.0,43.41576662,-88.70928178,55027.0,Dodge
35414,Colorado,US,0.0,0.0,0.0,0.0,37.75208676,-108.5211585,8033.0,Dolores
35415,New Mexico,US,17.0,0.0,0.0,0.0,32.35275771,-106.83293870000001,,Dona Ana
35416,Kansas,US,1.0,0.0,0.0,0.0,39.79067154,-95.14056866,20043.0,Doniphan
35417,Texas,US,0.0,0.0,0.0,0.0,34.96517499,-100.8140093,48129.0,Donley
35418,Georgia,US,1.0,0.0,0.0,0.0,32.15630737,-83.79746561,13093.0,Dooly
35419,Wisconsin,US,0.0,0.0,0.0,0.0,44.95856458,-87.30002707,55029.0,Door
35420,Maryland,US,0.0,0.0,0.0,0.0,38.45413522,-76.02752426,24019.0,Dorchester
35421,South Carolina,US,12.0,0.0,0.0,0.0,33.0794369,-80.40502652,45035.0,Dorchester
35422,Georgia,US,267.0,17.0,0.0,0.0,31.53328528,-84.21722377,13095.0,Dougherty
35423,Colorado,US,102.0,0.0,0.0,0.0,39.33133796,-104.930001,8035.0,Douglas
35424,Georgia,US,39.0,1.0,0.0,0.0,33.70291126,-84.77026156,13097.0,Douglas
35425,Illinois,US,1.0,0.0,0.0,0.0,39.76768052,-88.21854195,17041.0,Douglas
35426,Kansas,US,23.0,0.0,0.0,0.0,38.88503636,-95.2925121,20045.0,Douglas
35427,Minnesota,US,1.0,0.0,0.0,0.0,45.93348491,-95.45335469,27041.0,Douglas
35428,Missouri,US,0.0,0.0,0.0,0.0,36.9325593,-92.49905109,29067.0,Douglas
35429,Nebraska,US,75.0,1.0,0.0,0.0,41.29518299,-96.15085305,31055.0,Douglas
35430,Nevada,US,5.0,0.0,0.0,0.0,38.912862,-119.6171333,32005.0,Douglas
35431,Oregon,US,8.0,0.0,0.0,0.0,43.27941273,-123.167291,41019.0,Douglas
35432,South Dakota,US,0.0,0.0,0.0,0.0,43.38520741,-98.36978007,46043.0,Douglas
35433,Washington,US,5.0,0.0,0.0,0.0,47.7361335,-119.692937,53017.0,Douglas
35434,Wisconsin,US,6.0,0.0,0.0,0.0,46.43222285,-91.91595768,55031.0,Douglas
35435,New Mexico,US,0.0,0.0,0.0,0.0,32.35275771,-106.8329387,35013.0,Do̱a Ana
35436,Arkansas,US,1.0,0.0,0.0,0.0,33.59035001,-91.71777921,5043.0,Drew
35437,Illinois,US,320.0,8.0,0.0,0.0,41.85116968,-88.08642662,17043.0,DuPage
35438,Indiana,US,2.0,0.0,0.0,0.0,38.36597551,-86.87924170000002,18037.0,Dubois
35439,Iowa,US,21.0,1.0,0.0,0.0,42.46815349,-90.88181925,19061.0,Dubuque
35440,Utah,US,0.0,0.0,0.0,0.0,40.29772254,-110.425237,49013.0,Duchesne
35441,Massachusetts,US,0.0,0.0,0.0,0.0,41.40674725,-70.68763497,25007.0,Dukes
35442,Massachusetts,US,8.0,0.0,0.0,0.0,41.40674725,-70.68763497,,Dukes and Nantucket
35443,Nebraska,US,0.0,0.0,0.0,0.0,40.17638677,-101.6876522,31057.0,Dundy
35444,Missouri,US,6.0,0.0,0.0,0.0,36.27167174,-90.09122243,29069.0,Dunklin
35445,North Dakota,US,1.0,0.0,0.0,0.0,47.35423935,-102.6160468,38025.0,Dunn
35446,Wisconsin,US,3.0,0.0,0.0,0.0,44.94562799,-91.8962481,55033.0,Dunn
35447,North Carolina,US,1.0,0.0,0.0,0.0,34.93449805,-77.93140529,37061.0,Duplin
35448,North Carolina,US,107.0,0.0,0.0,0.0,36.03638492,-78.87608331,37063.0,Durham
35449,New York,US,392.0,2.0,0.0,0.0,41.76486060000001,-73.74356679,36027.0,Dutchess
35450,Florida,US,158.0,3.0,0.0,0.0,30.33225875,-81.66976468,12031.0,Duval
35451,Texas,US,0.0,0.0,0.0,0.0,27.68184592,-98.50864568,48131.0,Duval
35452,Tennessee,US,3.0,0.0,0.0,0.0,36.05931946,-89.41542855,47045.0,Dyer
35453,Colorado,US,187.0,2.0,0.0,0.0,39.62754308,-106.6933637,8037.0,Eagle
35454,Georgia,US,16.0,1.0,0.0,0.0,31.32155345,-84.90255207,13099.0,Early
35455,Louisiana,US,188.0,9.0,0.0,0.0,30.53842039,-91.09777565,22033.0,East Baton Rouge
35456,Louisiana,US,1.0,0.0,0.0,0.0,32.73926954,-91.23425694,22035.0,East Carroll
35457,Louisiana,US,8.0,0.0,0.0,0.0,30.84425359,-91.04976723,22037.0,East Feliciana
35458,Texas,US,4.0,0.0,0.0,0.0,32.32743996,-98.83243566,48133.0,Eastland
35459,Michigan,US,15.0,0.0,0.0,0.0,42.59599185,-84.83740035,26045.0,Eaton
35460,Wisconsin,US,10.0,0.0,0.0,0.0,44.726614,-91.28609183,55035.0,Eau Claire
35461,Georgia,US,0.0,0.0,0.0,0.0,30.71101099,-82.89687287,13101.0,Echols
35462,Texas,US,7.0,0.0,0.0,0.0,31.86898877,-102.5429428,48135.0,Ector
35463,New Mexico,US,4.0,1.0,0.0,0.0,32.47167456,-104.3053527,35015.0,Eddy
35464,North Dakota,US,0.0,0.0,0.0,0.0,47.71701474,-98.90432337,38027.0,Eddy
35465,Illinois,US,0.0,0.0,0.0,0.0,39.6809186,-87.74759563,17045.0,Edgar
35466,North Carolina,US,1.0,0.0,0.0,0.0,35.91230639,-77.59436892,37065.0,Edgecombe
35467,South Carolina,US,2.0,0.0,0.0,0.0,33.77221995,-81.96231108,45037.0,Edgefield
35468,Kentucky,US,0.0,0.0,0.0,0.0,37.21218923,-86.23955613,21061.0,Edmonson
35469,South Dakota,US,0.0,0.0,0.0,0.0,45.41846445,-99.21545423,46045.0,Edmunds
35470,Illinois,US,0.0,0.0,0.0,0.0,38.41353228,-88.05720863,17047.0,Edwards
35471,Kansas,US,0.0,0.0,0.0,0.0,37.88735543,-99.31263309,20047.0,Edwards
35472,Texas,US,0.0,0.0,0.0,0.0,29.98202582,-100.304252,48137.0,Edwards
35473,Georgia,US,4.0,0.0,0.0,0.0,32.36616021,-81.34280942,13103.0,Effingham
35474,Illinois,US,0.0,0.0,0.0,0.0,39.05935711,-88.58969584,17049.0,Effingham
35475,California,US,12.0,0.0,0.0,0.0,38.77965956,-120.5233166,6017.0,El Dorado
35476,Colorado,US,214.0,11.0,0.0,0.0,38.83240149,-104.5251411,8041.0,El Paso
35477,Texas,US,40.0,0.0,0.0,0.0,31.76980765,-106.2363275,48141.0,El Paso
35478,Colorado,US,3.0,0.0,0.0,0.0,39.28656773,-104.1358721,8039.0,Elbert
35479,Georgia,US,0.0,0.0,0.0,0.0,34.11302332,-82.83936148,13105.0,Elbert
35480,Kansas,US,0.0,0.0,0.0,0.0,37.45338105,-96.24369667,20049.0,Elk
35481,Pennsylvania,US,0.0,0.0,0.0,0.0,41.42822061,-78.64524744,42047.0,Elk
35482,Indiana,US,12.0,0.0,0.0,0.0,41.59761169,-85.85875695,18039.0,Elkhart
35483,Nevada,US,3.0,0.0,0.0,0.0,41.14531606,-115.3577619,32007.0,Elko
35484,Kentucky,US,0.0,0.0,0.0,0.0,38.11624059,-83.09771563,21063.0,Elliott
35485,Kansas,US,0.0,0.0,0.0,0.0,38.91458712,-99.31751551,20051.0,Ellis
35486,Oklahoma,US,0.0,0.0,0.0,0.0,36.2180194,-99.75324573,40045.0,Ellis
35487,Texas,US,15.0,0.0,0.0,0.0,32.34894117,-96.79371841,48139.0,Ellis
35488,Kansas,US,0.0,0.0,0.0,0.0,38.69677695,-98.20462799,20053.0,Ellsworth
35489,Alabama,US,13.0,0.0,0.0,0.0,32.59785413,-86.14415284,1051.0,Elmore
35490,Idaho,US,0.0,0.0,0.0,0.0,43.3507101,-115.4701578,16039.0,Elmore
35491,Georgia,US,0.0,0.0,0.0,0.0,32.59221302,-82.30239915,13107.0,Emanuel
35492,Utah,US,0.0,0.0,0.0,0.0,38.99617072,-110.7013958,49015.0,Emery
35493,Iowa,US,0.0,0.0,0.0,0.0,43.37782951,-94.67858943,19063.0,Emmet
35494,Michigan,US,4.0,0.0,0.0,0.0,45.52625509,-84.89083249,26047.0,Emmet
35495,North Dakota,US,0.0,0.0,0.0,0.0,46.28398398,-100.2389766,38029.0,Emmons
35496,Virginia,US,0.0,0.0,0.0,0.0,36.69455571,-77.53406129,51595.0,Emporia
35497,Texas,US,3.0,0.0,0.0,0.0,32.23602653,-98.21773417,48143.0,Erath
35498,New York,US,443.0,7.0,0.0,0.0,42.76249024,-78.73063652,36029.0,Erie
35499,Ohio,US,5.0,1.0,0.0,0.0,41.36796058,-82.62904521,39043.0,Erie
35500,Pennsylvania,US,13.0,0.0,0.0,0.0,41.99253829,-80.03301954,42049.0,Erie
35501,Alabama,US,1.0,0.0,0.0,0.0,31.1256789,-87.15918694,1053.0,Escambia
35502,Florida,US,42.0,0.0,0.0,0.0,30.67652764,-87.37284571,12033.0,Escambia
35503,Nevada,US,0.0,0.0,0.0,0.0,37.78436681,-117.6319999,32009.0,Esmeralda
35504,Massachusetts,US,653.0,6.0,0.0,0.0,42.6687626,-70.94687179,25009.0,Essex
35505,New Jersey,US,1564.0,13.0,0.0,0.0,40.78681335,-74.24657979,34013.0,Essex
35506,New York,US,5.0,0.0,0.0,0.0,44.11630765,-73.77297842,36031.0,Essex
35507,Vermont,US,0.0,0.0,0.0,0.0,44.72736416,-71.73579864,50009.0,Essex
35508,Virginia,US,0.0,0.0,0.0,0.0,37.93357639,-76.94230311,51057.0,Essex
35509,Kentucky,US,0.0,0.0,0.0,0.0,37.69241417,-83.95956369,21065.0,Estill
35510,Alabama,US,6.0,0.0,0.0,0.0,34.04567266,-86.04051873,1055.0,Etowah
35511,Nevada,US,0.0,0.0,0.0,0.0,39.98100864,-116.2683204,32011.0,Eureka
35512,Louisiana,US,8.0,0.0,0.0,0.0,30.72985248,-92.39915924,22039.0,Evangeline
35513,Georgia,US,0.0,0.0,0.0,0.0,32.15328841,-81.8870105,13109.0,Evans
35514,Alaska,US,28.0,0.0,0.0,0.0,64.80726247,-146.5692662,2090.0,Fairbanks North Star
35515,Virginia,US,224.0,2.0,0.0,0.0,38.83677558,-77.27565836,51059.0,Fairfax
35516,Virginia,US,1.0,0.0,0.0,0.0,38.85157547,-77.29779640000002,51600.0,Fairfax City
35517,Connecticut,US,1445.0,21.0,0.0,0.0,41.26809896,-73.3881171,9001.0,Fairfield
35518,Ohio,US,13.0,0.0,0.0,0.0,39.75107189,-82.63088163,39045.0,Fairfield
35519,South Carolina,US,5.0,0.0,0.0,0.0,34.39287073,-81.1195624,45039.0,Fairfield
35520,South Dakota,US,1.0,0.0,0.0,0.0,43.23929297,-103.5275691,46047.0,Fall River
35521,Montana,US,0.0,0.0,0.0,0.0,46.33478338,-104.4183565,30025.0,Fallon
35522,Texas,US,1.0,0.0,0.0,0.0,31.25350609,-96.93630086,48145.0,Falls
35523,Virginia,US,0.0,0.0,0.0,0.0,38.88485255,-77.17560759,51610.0,Falls Church
35524,Georgia,US,3.0,0.0,0.0,0.0,34.86430205,-84.316964,13111.0,Fannin
35525,Texas,US,1.0,0.0,0.0,0.0,33.59564294,-96.10751083,48147.0,Fannin
35526,Minnesota,US,1.0,0.0,0.0,0.0,43.67381499,-93.94787458,27043.0,Faribault
35527,South Dakota,US,1.0,0.0,0.0,0.0,45.07082625,-99.14535601,46049.0,Faulk
35528,Arkansas,US,30.0,1.0,0.0,0.0,35.14719007,-92.33717519,5045.0,Faulkner
35529,Virginia,US,6.0,0.0,0.0,0.0,38.73564842,-77.80647472,51061.0,Fauquier
35530,Alabama,US,1.0,0.0,0.0,0.0,33.72076938,-87.73886638,1057.0,Fayette
35531,Georgia,US,32.0,3.0,0.0,0.0,33.41357794,-84.49089434,13113.0,Fayette
35532,Illinois,US,1.0,0.0,0.0,0.0,39.00072038,-89.02452658,17051.0,Fayette
35533,Indiana,US,8.0,1.0,0.0,0.0,39.63684962,-85.17797541,18041.0,Fayette
35534,Iowa,US,2.0,0.0,0.0,0.0,42.86271799,-91.8441231,19065.0,Fayette
35535,Kentucky,US,82.0,2.0,0.0,0.0,38.0368225,-84.45576892,21067.0,Fayette
35536,Ohio,US,1.0,0.0,0.0,0.0,39.56021306,-83.4562016,39047.0,Fayette
35537,Pennsylvania,US,11.0,0.0,0.0,0.0,39.92041012,-79.64291195,42051.0,Fayette
35538,Tennessee,US,10.0,0.0,0.0,0.0,35.19615831,-89.41399032,47047.0,Fayette
35539,Texas,US,1.0,0.0,0.0,0.0,29.87788372,-96.92076062,48149.0,Fayette
35540,West Virginia,US,0.0,0.0,0.0,0.0,38.02974928,-81.08286634,54019.0,Fayette
35541,Tennessee,US,0.0,0.0,0.0,0.0,36.38128818,-84.92870012,47049.0,Fentress
35542,Montana,US,0.0,0.0,0.0,0.0,47.26331584,-109.2245206,30027.0,Fergus
35543,Washington,US,1.0,0.0,0.0,0.0,48.471143100000006,-118.5154041,53019.0,Ferry
35544,Minnesota,US,7.0,0.0,0.0,0.0,43.67394126,-92.08980382,27045.0,Fillmore
35545,Nebraska,US,0.0,0.0,0.0,0.0,40.52458567,-97.59646937,31059.0,Fillmore
35546,Kansas,US,1.0,0.0,0.0,0.0,38.04340344,-100.7381938,20055.0,Finney
35547,Texas,US,0.0,0.0,0.0,0.0,32.74281316,-100.4019302,48151.0,Fisher
35548,Florida,US,13.0,0.0,0.0,0.0,29.45933576,-81.31508595,12035.0,Flagler
35549,Montana,US,9.0,0.0,0.0,0.0,48.29575866,-114.0520569,30029.0,Flathead
35550,Kentucky,US,0.0,0.0,0.0,0.0,38.36758311,-83.69657514,21069.0,Fleming
35551,South Carolina,US,15.0,3.0,0.0,0.0,34.02361754,-79.70189312,45041.0,Florence
35552,Wisconsin,US,0.0,0.0,0.0,0.0,45.84963535,-88.39804137,55037.0,Florence
35553,Georgia,US,28.0,2.0,0.0,0.0,34.26268279,-85.21577392,13115.0,Floyd
35554,Indiana,US,20.0,0.0,0.0,0.0,38.32117957,-85.90385377,18043.0,Floyd
35555,Iowa,US,0.0,0.0,0.0,0.0,43.06000529999999,-92.78940097,19067.0,Floyd
35556,Kentucky,US,1.0,0.0,0.0,0.0,37.56213922,-82.74750924,21071.0,Floyd
35557,Texas,US,0.0,0.0,0.0,0.0,34.07227468,-101.3031546,48153.0,Floyd
35558,Virginia,US,0.0,0.0,0.0,0.0,36.9302126,-80.36738849,51063.0,Floyd
35559,Virginia,US,3.0,0.0,0.0,0.0,37.84157909,-78.27715475,51065.0,Fluvanna
35560,Texas,US,0.0,0.0,0.0,0.0,33.97308618,-99.7767797,48155.0,Foard
35561,Wisconsin,US,21.0,2.0,0.0,0.0,43.75354908,-88.48885325,55039.0,Fond du Lac
35562,Illinois,US,0.0,0.0,0.0,0.0,40.59706922,-88.22350769,17053.0,Ford
35563,Kansas,US,1.0,0.0,0.0,0.0,37.69200114,-99.88825298,20057.0,Ford
35564,Pennsylvania,US,0.0,0.0,0.0,0.0,41.51095103,-79.23229292,42053.0,Forest
35565,Wisconsin,US,0.0,0.0,0.0,0.0,45.66678019,-88.77084892,55041.0,Forest
35566,Mississippi,US,19.0,0.0,0.0,0.0,31.18961454,-89.25832496,28035.0,Forrest
35567,Georgia,US,33.0,1.0,0.0,0.0,34.22604035,-84.12315129999998,13117.0,Forsyth
35568,North Carolina,US,40.0,0.0,0.0,0.0,36.12859861,-80.25459052,37067.0,Forsyth
35569,Texas,US,119.0,1.0,0.0,0.0,29.52704478,-95.77219463,48157.0,Fort Bend
35570,North Dakota,US,1.0,0.0,0.0,0.0,47.4571084,-98.88279923,38031.0,Foster
35571,Indiana,US,1.0,0.0,0.0,0.0,40.12361933,-87.24217689,18045.0,Fountain
35572,Alabama,US,3.0,0.0,0.0,0.0,34.44235334,-87.84289505,1059.0,Franklin
35573,Arkansas,US,0.0,0.0,0.0,0.0,35.51202821,-93.89299569,5047.0,Franklin
35574,Florida,US,0.0,0.0,0.0,0.0,29.83791238,-84.82731662,12037.0,Franklin
35575,Georgia,US,3.0,0.0,0.0,0.0,34.37525597,-83.23159927,13119.0,Franklin
35576,Idaho,US,0.0,0.0,0.0,0.0,42.18332217,-111.8149666,16041.0,Franklin
35577,Illinois,US,1.0,0.0,0.0,0.0,37.99189086,-88.92567818,17055.0,Franklin
35578,Indiana,US,28.0,4.0,0.0,0.0,39.4142482,-85.06062647,18047.0,Franklin
35579,Iowa,US,0.0,0.0,0.0,0.0,42.73270384,-93.26256925,19069.0,Franklin
35580,Kansas,US,6.0,0.0,0.0,0.0,38.56443815,-95.28644341,20059.0,Franklin
35581,Kentucky,US,6.0,0.0,0.0,0.0,38.2379395,-84.87962551,21073.0,Franklin
35582,Louisiana,US,5.0,0.0,0.0,0.0,32.13675181,-91.67589857,22041.0,Franklin
35583,Maine,US,2.0,0.0,0.0,0.0,44.97330019,-70.44381045,23007.0,Franklin
35584,Massachusetts,US,49.0,2.0,0.0,0.0,42.58119713,-72.58602547,25011.0,Franklin
35585,Mississippi,US,3.0,0.0,0.0,0.0,31.47786634,-90.89672989,28037.0,Franklin
35586,Missouri,US,7.0,0.0,0.0,0.0,38.41127108,-91.07522826,29071.0,Franklin
35587,Nebraska,US,0.0,0.0,0.0,0.0,40.17636348,-98.95299073,31061.0,Franklin
35588,New York,US,6.0,0.0,0.0,0.0,44.59040891,-74.29926032,36033.0,Franklin
35589,North Carolina,US,5.0,0.0,0.0,0.0,36.081519,-78.28708884,37069.0,Franklin
35590,Ohio,US,281.0,2.0,0.0,0.0,39.96995815,-83.01115755,39049.0,Franklin
35591,Pennsylvania,US,12.0,0.0,0.0,0.0,39.92956518,-77.72157791,42055.0,Franklin
35592,Tennessee,US,6.0,0.0,0.0,0.0,35.15634626,-86.09201039,47051.0,Franklin
35593,Texas,US,1.0,0.0,0.0,0.0,33.17653242,-95.21917243,48159.0,Franklin
35594,Vermont,US,9.0,0.0,0.0,0.0,44.85627605,-72.91249563,50011.0,Franklin
35595,Virginia,US,5.0,0.0,0.0,0.0,36.99536167,-79.88023649,51067.0,Franklin
35596,Washington,US,37.0,0.0,0.0,0.0,46.53351425,-118.9018212,53021.0,Franklin
35597,Virginia,US,0.0,0.0,0.0,0.0,36.6831435,-76.93859681,51620.0,Franklin City
35598,Maryland,US,26.0,0.0,0.0,0.0,39.47296601,-77.39999394,24021.0,Frederick
35599,Virginia,US,10.0,0.0,0.0,0.0,39.20172582,-78.25974949,51069.0,Frederick
35600,Virginia,US,1.0,0.0,0.0,0.0,38.2977863,-77.4922454,51630.0,Fredericksburg
35601,Minnesota,US,0.0,0.0,0.0,0.0,43.67385583,-93.34884422,27047.0,Freeborn
35602,Texas,US,0.0,0.0,0.0,0.0,31.70422788,-96.15072516,48161.0,Freestone
35603,Colorado,US,1.0,0.0,0.0,0.0,38.47362326,-105.4399667,8043.0,Fremont
35604,Idaho,US,1.0,0.0,0.0,0.0,44.22800938,-111.4809943,16043.0,Fremont
35605,Iowa,US,0.0,0.0,0.0,0.0,40.74542720000001,-95.60129045,19071.0,Fremont
35606,Wyoming,US,24.0,0.0,0.0,0.0,43.04183996,-108.6296893,56013.0,Fremont
35607,California,US,43.0,0.0,0.0,0.0,36.75733899,-119.6466953,6019.0,Fresno
35608,Texas,US,0.0,0.0,0.0,0.0,28.86751206,-99.10804207,48163.0,Frio
35609,Nebraska,US,0.0,0.0,0.0,0.0,40.52993007,-100.3924658,31063.0,Frontier
35610,Arkansas,US,0.0,0.0,0.0,0.0,36.38177105,-91.81729127,5049.0,Fulton
35611,Georgia,US,463.0,14.0,0.0,0.0,33.79216944,-84.46319413,13121.0,Fulton
35612,Illinois,US,0.0,0.0,0.0,0.0,40.47289135,-90.20862357,17057.0,Fulton
35613,Indiana,US,1.0,0.0,0.0,0.0,41.0469907,-86.26252745,18049.0,Fulton
35614,Kentucky,US,0.0,0.0,0.0,0.0,36.55238827,-89.20140068,21075.0,Fulton
35615,New York,US,1.0,0.0,0.0,0.0,43.11363907,-74.41798804,36035.0,Fulton
35616,Ohio,US,2.0,0.0,0.0,0.0,41.60213491,-84.12571393,39051.0,Fulton
35617,Pennsylvania,US,0.0,0.0,0.0,0.0,39.92913544,-78.11163677,42057.0,Fulton
35618,Nebraska,US,0.0,0.0,0.0,0.0,40.17642064,-99.91247454,31065.0,Furnas
35619,Florida,US,1.0,0.0,0.0,0.0,30.57796289,-84.61915825,12039.0,Gadsden
35620,Nebraska,US,0.0,0.0,0.0,0.0,40.26186809,-96.68946704,31067.0,Gage
35621,Texas,US,1.0,0.0,0.0,0.0,32.74055318,-102.6353295,48165.0,Gaines
35622,Virginia,US,1.0,0.0,0.0,0.0,36.66601852,-80.91703124,51640.0,Galax
35623,Illinois,US,0.0,0.0,0.0,0.0,37.76430935,-88.22953869,17059.0,Gallatin
35624,Kentucky,US,0.0,0.0,0.0,0.0,38.75398691,-84.8558382,21077.0,Gallatin
35625,Montana,US,67.0,0.0,0.0,0.0,45.54486106,-111.1692571,30031.0,Gallatin
35626,Ohio,US,1.0,1.0,0.0,0.0,38.82708533,-82.31647569,39053.0,Gallia
35627,Texas,US,70.0,0.0,0.0,0.0,29.40167322,-94.90469073,48167.0,Galveston
35628,Nebraska,US,0.0,0.0,0.0,0.0,41.61703149,-102.3313973,31069.0,Garden
35629,Colorado,US,25.0,0.0,0.0,0.0,39.59921777,-107.902708,8045.0,Garfield
